2025-02-01 12:31:22,881 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 13:33:15,674 | INFO | AnaliseClientes | Criada a tabela com eixo x: Produto e eixo y: Receita Total
2025-02-01 13:33:17,108 | INFO | AnaliseClientes | Feito o merge as tabelas, vendas, clientes e produtos.
2025-02-01 13:33:17,113 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 13:33:17,113 | INFO | AnaliseClientes | Ficheiro guardado em csv com o nome: top10_produtos_mais_vendidos 
2025-02-01 13:33:17,206 | INFO | AnaliseClientes | Criada a tabela com eixo x: Produto e eixo y: Quantidade
2025-02-01 13:33:18,596 | INFO | root | Gerar análises de clientes...
2025-02-01 13:33:18,596 | INFO | AnaliseClientes | Feito o merge as tabelas, vendas, clientes e produtos.
2025-02-01 13:33:18,606 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_totalgasto_por_cliente_2025-02-01.csv
2025-02-01 13:33:18,606 | INFO | AnaliseClientes | Tabela guardada: total de compras cliente.
2025-02-01 13:33:18,677 | WARNING | AnaliseClientes | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 13:33:18,677 | INFO | AnaliseClientes | Feito o merge as tabelas, vendas, clientes e produtos.
2025-02-01 13:33:18,680 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Column not found: quantidade'
2025-02-01 13:45:29,359 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 13:45:29,374 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 13:45:29,380 | INFO | root | Gerar análises de vendas...
2025-02-01 13:45:29,382 | ERROR | AnaliseVendas | Erro ao calcular receita por produto: 'Produto'
2025-02-01 13:45:29,500 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'NoneType' object has no attribute 'columns'
2025-02-01 13:48:02,321 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 13:48:02,334 | INFO | AnaliseVendas | Colunas após o merge: Index(['id_venda', 'id_produto', 'id_cliente', 'id_loja', 'Quantidade', 'data',
       'id_produto', 'Cliente', 'Preco', 'categoria', 'id', 'nome_cliente',
       'email', 'id_loja_cliente', 'Loja', 'Zona', 'atendente', 'gerente'],
      dtype='object')
2025-02-01 13:48:02,334 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 13:48:02,341 | INFO | root | Gerar análises de vendas...
2025-02-01 13:48:02,342 | ERROR | AnaliseVendas | Erro ao calcular receita por produto: 'Produto'
2025-02-01 13:48:02,466 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'NoneType' object has no attribute 'columns'
2025-02-01 13:50:03,722 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 13:50:03,734 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'nome_loja', 'zona_loja', 'atendente', 'gerente'],
      dtype='object')
2025-02-01 13:50:03,735 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 13:50:03,741 | INFO | root | Gerar análises de vendas...
2025-02-01 13:50:03,746 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 13:50:03,746 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 13:50:03,918 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Receita Total
2025-02-01 13:50:06,195 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 13:50:06,195 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 13:50:06,306 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Quantidade
2025-02-01 13:50:07,658 | INFO | root | Gerar análises de clientes...
2025-02-01 13:50:07,658 | INFO | AnaliseClientes | Feito o merge as tabelas, vendas, clientes e produtos.
2025-02-01 13:50:07,666 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_totalgasto_por_cliente_2025-02-01.csv
2025-02-01 13:50:07,667 | INFO | AnaliseClientes | Tabela guardada: total de compras cliente.
2025-02-01 13:50:07,732 | WARNING | AnaliseClientes | Nenhuma coluna válida encontrada para gerar o gráfico.
2025-02-01 13:50:07,732 | INFO | AnaliseClientes | Feito o merge as tabelas, vendas, clientes e produtos.
2025-02-01 13:50:07,735 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Column not found: quantidade'
2025-02-01 14:01:10,036 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:01:10,046 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'nome_loja', 'zona_loja', 'atendente', 'gerente'],
      dtype='object')
2025-02-01 14:01:10,047 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:01:10,064 | INFO | root | Gerar análises de vendas...
2025-02-01 14:01:10,069 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:01:10,069 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:01:10,244 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:01:11,875 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:01:11,875 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:01:11,983 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:01:13,236 | INFO | root | Gerar análises de clientes...
2025-02-01 14:01:13,237 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'AnaliseClientes' object has no attribute 'calcular_totalgasto_por_clientetop10'
2025-02-01 14:03:03,225 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:03:03,234 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'nome_loja', 'zona_loja', 'atendente', 'gerente'],
      dtype='object')
2025-02-01 14:03:03,234 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:03:03,251 | INFO | root | Gerar análises de vendas...
2025-02-01 14:03:03,257 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:03:03,257 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:03:03,427 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:03:04,501 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:03:04,501 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:03:04,594 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:03:05,799 | INFO | root | Gerar análises de clientes...
2025-02-01 14:03:05,800 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Column not found: Receita Total'
2025-02-01 14:03:55,144 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:03:55,154 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'nome_loja', 'zona_loja', 'atendente', 'gerente'],
      dtype='object')
2025-02-01 14:03:55,155 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:03:55,171 | INFO | root | Gerar análises de vendas...
2025-02-01 14:03:55,176 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:03:55,176 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:03:55,366 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:03:56,443 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:03:56,443 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:03:56,549 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:03:58,071 | INFO | root | Gerar análises de clientes...
2025-02-01 14:03:58,093 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Column not found: Receita Total'
2025-02-01 14:06:29,162 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:06:29,173 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'nome_loja', 'zona_loja', 'atendente', 'gerente'],
      dtype='object')
2025-02-01 14:06:29,173 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:06:29,189 | INFO | root | Gerar análises de vendas...
2025-02-01 14:06:29,194 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:06:29,194 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:06:29,368 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:06:30,516 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:06:30,516 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:06:30,607 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:06:31,493 | INFO | root | Gerar análises de clientes...
2025-02-01 14:06:31,520 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:06:31,520 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:06:31,611 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:06:35,869 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:06:35,869 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:06:35,961 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:06:37,650 | INFO | root | Gerar análises de lojas...
2025-02-01 14:06:37,650 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Loja'
2025-02-01 14:08:37,965 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:08:37,975 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente'],
      dtype='object')
2025-02-01 14:08:37,976 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:08:37,991 | INFO | root | Gerar análises de vendas...
2025-02-01 14:08:37,996 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:08:37,996 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:08:38,167 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:08:39,647 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:08:39,647 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:08:39,739 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:08:40,647 | INFO | root | Gerar análises de clientes...
2025-02-01 14:08:40,652 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:08:40,652 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:08:40,744 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:08:41,825 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:08:41,825 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:08:41,930 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:08:42,974 | INFO | root | Gerar análises de lojas...
2025-02-01 14:08:42,974 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Column not found: Receita Total'
2025-02-01 14:10:00,505 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:10:00,515 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Preco'
2025-02-01 14:10:05,648 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:10:05,658 | ERROR | root | Não foi possivel gerar todas as analises, erro: 'Preco'
2025-02-01 14:10:53,996 | INFO | DatabaseManager | Usando banco de dados: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\database\loja.db
2025-02-01 14:10:54,007 | INFO | AnaliseVendas | Colunas após o merge: Index(['ID Venda', 'ID Produto', 'ID Cliente', 'ID Loja', 'Quantidade', 'data',
       'ID Produto', 'nome', 'Preco', 'categoria', 'id', 'Cliente', 'email',
       'id_loja_cliente', 'Loja', 'zona_loja', 'atendente', 'gerente',
       'Receita Total'],
      dtype='object')
2025-02-01 14:10:54,008 | INFO | AnaliseVendas | Base de dados carregada e normalizada para análises.
2025-02-01 14:10:54,025 | INFO | root | Gerar análises de vendas...
2025-02-01 14:10:54,030 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_receita_por_produto_2025-02-01.csv
2025-02-01 14:10:54,030 | INFO | AnaliseVendas | Ficheiro guardado: top10_receita_por_produto
2025-02-01 14:10:54,211 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Receita Total
2025-02-01 14:10:55,585 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_produtos_mais_vendidos_2025-02-01.csv
2025-02-01 14:10:55,585 | INFO | AnaliseVendas | Ficheiro guardado: top10_produtos_mais_vendidos
2025-02-01 14:10:55,708 | INFO | AnaliseVendas | Gráfico gerado com eixo x: Produto e eixo y: Quantidade
2025-02-01 14:10:56,649 | INFO | root | Gerar análises de clientes...
2025-02-01 14:10:56,654 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_gasto_cliente_2025-02-01.csv
2025-02-01 14:10:56,654 | INFO | AnaliseClientes | Tabela guardada: total gasto por cliente.
2025-02-01 14:10:56,757 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Receita Total
2025-02-01 14:10:57,812 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\top10_total_compras_cliente_2025-02-01.csv
2025-02-01 14:10:57,812 | INFO | AnaliseClientes | Tabela guardada: total compras por cliente.
2025-02-01 14:10:57,972 | INFO | AnaliseClientes | Criada a tabela com eixo x: Cliente e eixo y: Quantidade
2025-02-01 14:11:00,991 | INFO | root | Gerar análises de lojas...
2025-02-01 14:11:00,994 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_faturado_loja_2025-02-01.csv
2025-02-01 14:11:00,994 | INFO | AnaliseLojas | Tabela guardada: total faturado por loja.
2025-02-01 14:11:01,082 | INFO | AnaliseLojas | Criada a tabela com eixo x: Loja e eixo y: Receita Total
2025-02-01 14:11:02,432 | INFO | root | Ficheiro guardado com sucesso: c:\Users\Tuta\Documents\GitHub\ProjetoAnaliseVendas\utils\..\data/analisescsv\total_vendas_por_loja_2025-02-01.csv
